SSID,BSSID,Signal Strength
eduroam,44:12:44:6d:cd:91:,-68,-1.9893346,30.0861036
eduroam,44:12:44:69:70:41:,-69,-1.9893346,30.0861036
eduroam,44:12:44:6a:4b:f1:,-77,-1.9893346,30.0861036
eduroam,44:12:44:6d:16:c1:,-68,-1.9893346,30.0861036
eduroam,44:12:44:6a:57:d1:,-75,-1.9893346,30.0861036
eduroam,44:12:44:6d:ec:11:,-70,-1.9893346,30.0861036
eduroam,44:12:44:6e:68:c1:,-84,-1.9893346,30.0861036
eduroam,44:12:44:6e:6c:f1:,-84,-1.9893346,30.0861036
eduroam,44:12:44:6e:bf:61:,-70,-1.9893346,30.0861036
eduroam,44:12:44:6e:b2:b1:,-87,-1.9893346,30.0861036
eduroam,44:12:44:6d:eb:f1:,-69,-1.9893346,30.0861036
eduroam,44:12:44:6a:05:b1:,-56,-1.9893346,30.0861036
eduroam,44:12:44:6d:9b:21:,-79,-1.9893346,30.0861036
eduroam,44:12:44:69:e1:21:,-87,-1.9893346,30.0861036
eduroam,44:12:44:6e:07:71:,-73,-1.9893346,30.0861036
eduroam,44:12:44:6c:c7:a1:,-73,-1.9893346,30.0861036
eduroam,44:12:44:6e:07:51:,-61,-1.9893346,30.0861036
eduroam,44:12:44:6d:39:a1:,-61,-1.9893346,30.0861036
eduroam,44:12:44:6d:9b:41:,-76,-1.9893346,30.0861036
eduroam,44:12:44:6a:05:d1:,-54,-1.9893346,30.0861036
eduroam,44:12:44:6c:c7:c1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:39:c1:,-55,-1.9893346,30.0861036
eduroam,44:12:44:69:65:f1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6a:77:21:,-86,-1.9893346,30.0861036
eduroam,44:12:44:6d:cd:b1:,-60,-1.9893346,30.0861036
eduroam,44:12:44:6e:bf:41:,-77,-1.9893346,30.0861036
eduroam,44:12:44:69:70:61:,-70,-1.9893346,30.0861036
eduroam,44:12:44:6d:82:f1:,-80,-1.9893346,30.0861036
eduroam,44:12:44:69:66:11:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6e:f8:91:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:83:11:,-77,-1.9893346,30.0861036
eduroam,44:12:44:6a:77:41:,-81,-1.9893346,30.0861036
eduroam,44:12:44:6a:d0:81:,-73,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:16:c0:,-70,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:77:20:,-86,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:66:10:,-78,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:d0:80:,-73,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:57:d0:,-78,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:9b:40:,-76,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:bf:40:,-76,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:cd:90:,-68,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:bf:60:,-70,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:b2:b0:,-87,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:07:70:,-73,-1.9893346,30.0861036
IllinoisNet,44:12:44:6c:c7:a0:,-77,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:05:d0:,-54,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:39:c0:,-55,-1.9893346,30.0861036
IllinoisNet,44:12:44:6c:c7:c0:,-79,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:07:50:,-62,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:70:40:,-69,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:f8:90:,-79,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:ec:10:,-70,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:82:f0:,-80,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:68:c0:,-84,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:cd:b0:,-60,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:70:60:,-71,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:05:b0:,-57,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:65:f0:,-83,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:83:10:,-76,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:4b:f0:,-78,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:77:40:,-82,-1.9893346,30.0861036
eduroam,44:12:44:6d:cd:91:,-68,-1.9893346,30.0861036
eduroam,44:12:44:69:70:41:,-69,-1.9893346,30.0861036
eduroam,44:12:44:6a:4b:f1:,-77,-1.9893346,30.0861036
eduroam,44:12:44:6d:16:c1:,-68,-1.9893346,30.0861036
eduroam,44:12:44:6a:57:d1:,-75,-1.9893346,30.0861036
eduroam,44:12:44:6d:ec:11:,-70,-1.9893346,30.0861036
eduroam,44:12:44:6e:68:c1:,-84,-1.9893346,30.0861036
eduroam,44:12:44:6e:6c:f1:,-84,-1.9893346,30.0861036
eduroam,44:12:44:6e:bf:61:,-70,-1.9893346,30.0861036
eduroam,44:12:44:6e:b2:b1:,-87,-1.9893346,30.0861036
eduroam,44:12:44:6d:eb:f1:,-69,-1.9893346,30.0861036
eduroam,44:12:44:6a:05:b1:,-56,-1.9893346,30.0861036
eduroam,44:12:44:6d:9b:21:,-79,-1.9893346,30.0861036
eduroam,44:12:44:69:e1:21:,-87,-1.9893346,30.0861036
eduroam,44:12:44:6e:07:71:,-73,-1.9893346,30.0861036
eduroam,44:12:44:6c:c7:a1:,-73,-1.9893346,30.0861036
eduroam,44:12:44:6e:07:51:,-61,-1.9893346,30.0861036
eduroam,44:12:44:6d:39:a1:,-61,-1.9893346,30.0861036
eduroam,44:12:44:6d:9b:41:,-76,-1.9893346,30.0861036
eduroam,44:12:44:6a:05:d1:,-54,-1.9893346,30.0861036
eduroam,44:12:44:6c:c7:c1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:39:c1:,-55,-1.9893346,30.0861036
eduroam,44:12:44:69:65:f1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6a:77:21:,-86,-1.9893346,30.0861036
eduroam,44:12:44:6d:cd:b1:,-60,-1.9893346,30.0861036
eduroam,44:12:44:6e:bf:41:,-77,-1.9893346,30.0861036
eduroam,44:12:44:69:70:61:,-70,-1.9893346,30.0861036
eduroam,44:12:44:6d:82:f1:,-80,-1.9893346,30.0861036
eduroam,44:12:44:69:66:11:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6e:f8:91:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:83:11:,-77,-1.9893346,30.0861036
eduroam,44:12:44:6a:77:41:,-81,-1.9893346,30.0861036
eduroam,44:12:44:6a:d0:81:,-73,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:16:c0:,-70,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:77:20:,-86,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:66:10:,-78,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:d0:80:,-73,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:57:d0:,-78,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:9b:40:,-76,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:bf:40:,-76,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:cd:90:,-68,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:bf:60:,-70,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:b2:b0:,-87,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:07:70:,-73,-1.9893346,30.0861036
IllinoisNet,44:12:44:6c:c7:a0:,-77,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:05:d0:,-54,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:39:c0:,-55,-1.9893346,30.0861036
IllinoisNet,44:12:44:6c:c7:c0:,-79,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:07:50:,-62,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:70:40:,-69,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:f8:90:,-79,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:ec:10:,-70,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:82:f0:,-80,-1.9893346,30.0861036
IllinoisNet,44:12:44:6e:68:c0:,-84,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:cd:b0:,-60,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:70:60:,-71,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:05:b0:,-57,-1.9893346,30.0861036
IllinoisNet,44:12:44:69:65:f0:,-83,-1.9893346,30.0861036
IllinoisNet,44:12:44:6d:83:10:,-76,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:4b:f0:,-78,-1.9893346,30.0861036
IllinoisNet,44:12:44:6a:77:40:,-82,-1.9893346,30.0861036
eduroam,44:12:44:6d:cd:91:,-68,-1.9893346,30.0861036
eduroam,44:12:44:69:70:41:,-69,-1.9893346,30.0861036
eduroam,44:12:44:6a:4b:f1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6b:77:61:,-83,-1.9893346,30.0861036
eduroam,44:12:44:6d:16:c1:,-77,-1.9893346,30.0861036
eduroam,44:12:44:69:e3:61:,-85,-1.9893346,30.0861036
eduroam,44:12:44:6a:57:d1:,-75,-1.9893346,30.0861036
eduroam,44:12:44:6d:ec:11:,-71,-1.9893346,30.0861036
eduroam,44:12:44:6e:68:c1:,-84,-1.9893346,30.0861036
eduroam,44:12:44:6e:6c:f1:,-84,-1.9893346,30.0861036
eduroam,44:12:44:6e:bf:61:,-69,-1.9893346,30.0861036
eduroam,44:12:44:6e:b2:b1:,-87,-1.9893346,30.0861036
eduroam,44:12:44:6d:eb:f1:,-75,-1.9893346,30.0861036
eduroam,44:12:44:6e:f8:71:,-82,-1.9893346,30.0861036
eduroam,44:12:44:6a:05:b1:,-60,-1.9893346,30.0861036
eduroam,44:12:44:6d:9b:21:,-79,-1.9893346,30.0861036
eduroam,44:12:44:69:e1:21:,-87,-1.9893346,30.0861036
eduroam,44:12:44:6e:07:71:,-73,-1.9893346,30.0861036
eduroam,44:12:44:6c:c7:a1:,-73,-1.9893346,30.0861036
eduroam,44:12:44:6e:07:51:,-61,-1.9893346,30.0861036
eduroam,44:12:44:6d:39:a1:,-61,-1.9893346,30.0861036
eduroam,44:12:44:6d:9b:41:,-80,-1.9893346,30.0861036
eduroam,44:12:44:6a:05:d1:,-55,-1.9893346,30.0861036
eduroam,44:12:44:6c:c7:c1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:39:c1:,-54,-1.9893346,30.0861036
eduroam,44:12:44:69:65:f1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6a:77:21:,-86,-1.9893346,30.0861036
eduroam,44:12:44:6d:cd:b1:,-60,-1.9893346,30.0861036
eduroam,44:12:44:6e:bf:41:,-77,-1.9893346,30.0861036
eduroam,44:12:44:69:70:61:,-71,-1.9893346,30.0861036
eduroam,44:12:44:6a:57:f1:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:82:f1:,-80,-1.9893346,30.0861036
eduroam,44:12:44:69:66:11:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6e:f8:91:,-79,-1.9893346,30.0861036
eduroam,44:12:44:6d:83:11:,-77,-1.9893346,30.0861036
eduroam,44:12:44:6a:77:41:,-81,-1.9893346,30.0861036
